Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Course,Fathers_occupation,Previous_qualification_grade,Curricular_units_1st_sem_grade,Admission_grade,Target
2,11.66666667,9556,4,137.0,0.0,137.0,Enrolled
0,0.0,9130,6,133.1,0.0,100.0,Dropout
7,13.85714286,8014,9,121.0,14.0,114.4,Enrolled
0,0.0,9003,10,133.1,0.0,120.0,Dropout
0,0.0,9991,90,130.0,0.0,119.0,Dropout
4,11.75,9003,7,133.1,13.0,110.0,Dropout
5,12.4,9991,6,120.0,12.375,120.0,Graduate
0,0.0,171,4,131.0,0.0,119.8,Graduate
4,13.75,9670,9,133.1,11.4,135.6,Dropout
4,13.0,9991,5,100.0,11.25,120.7,Enrolled
3,12.0,9085,8,131.0,13.0,136.3,Dropout
0,0.0,171,9,158.0,0.0,164.3,Enrolled
6,14.16666667,9773,7,146.0,13.5,149.2,Graduate
4,11.0,9070,2,133.0,11.0,122.5,Enrolled
1,11.0,9991,9,120.0,0.0,100.0,Dropout
5,11.2,9853,9,119.0,12.0,125.0,Dropout
6,13.0,9773,9,132.0,13.0,131.0,Graduate
0,0.0,171,8,130.0,0.0,122.0,Graduate
4,12.25,9147,7,132.0,12.0,131.3,Enrolled
3,10.8,9119,3,133.1,11.16666667,117.0,Enrolled
1,12.0,9254,4,119.0,10.5,118.0,Dropout
6,12.16666667,8014,99,134.0,12.66666667,126.0,Graduate
0,0.0,9003,7,120.0,11.0,120.0,Dropout
0,0.0,171,10,172.0,0.0,155.6,Dropout
2,10.33333333,9147,5,120.0,11.5,122.8,Enrolled
0,0.0,171,3,129.0,0.0,127.3,Dropout
4,11.75,9147,9,118.0,10.5,118.4,Enrolled
4,11.0,9670,9,127.0,12.5,128.1,Enrolled
6,12.5,9500,9,133.1,12.83333333,99.0,Enrolled
6,16.14285714,9773,9,164.0,15.57142857,161.2,Graduate
5,11.8,9238,7,136.0,12.0,140.9,Dropout
3,11.33333333,9773,9,117.0,11.25,111.1,Dropout
0,0.0,171,3,131.0,0.0,149.9,Graduate
4,14.25,9670,10,110.0,12.28571429,111.3,Enrolled
3,10.33333333,9254,1,125.0,11.0,121.5,Enrolled
5,13.6,9003,6,120.0,12.14285714,120.0,Graduate
0,0.0,9003,8,133.1,11.5,120.0,Dropout
8,11.625,9003,9,130.0,12.54545455,130.0,Enrolled
6,13.0,9254,9,101.0,13.0,98.9,Graduate
8,12.8875,9500,1,141.0,12.8875,136.3,Graduate
5,13.6,9773,10,128.0,12.66666667,125.2,Enrolled
6,12.57142857,9070,7,145.0,12.83333333,130.0,Graduate
2,12.5,9147,7,160.0,10.66666667,141.5,Dropout
5,12.4,9085,8,134.0,13.0,123.9,Enrolled
8,12.28125,9500,5,125.0,11.98333333,114.5,Graduate
0,0.0,8014,0,133.1,0.0,100.0,Dropout
6,11.5,8014,3,120.0,11.83333333,110.5,Graduate
2,11.0,9085,5,133.1,12.66666667,101.0,Dropout
4,14.5,9085,9,121.0,13.75,121.0,Graduate
5,11.8,8014,4,120.0,11.4,95.0,Dropout
6,13.0,9773,9,130.0,13.16666667,126.9,Dropout
5,11.8,9670,10,130.0,12.83333333,116.3,Graduate
5,14.5,9670,7,128.0,14.125,120.0,Graduate
5,13.0,9085,9,126.0,11.66666667,123.6,Graduate
4,11.25,9556,4,120.0,10.25,150.0,Dropout
4,11.75,9556,9,100.0,12.51428571,120.0,Dropout
9,10.44444444,9853,7,120.0,11.5,111.3,Dropout
0,0.0,9991,10,110.0,10.0,150.0,Dropout
5,12.77777778,9085,4,127.0,15.71428571,123.2,Graduate
4,11.0,9991,5,130.0,12.5,130.0,Dropout
4,12.75,9670,0,141.0,12.0,137.9,Dropout
0,0.0,9119,8,120.0,0.0,100.0,Dropout
4,11.75,9130,9,133.1,12.25,120.0,Graduate
0,0.0,9773,4,133.1,0.0,131.0,Dropout
5,14.2,9991,9,133.1,13.6,133.8,Graduate
11,12.81818182,8014,122,130.0,13.30769231,100.0,Enrolled
5,11.8,9991,10,110.0,12.2,150.0,Graduate
6,13.33333333,9670,5,125.0,12.28571429,126.4,Graduate
4,13.0,9130,6,130.0,12.0,154.0,Graduate
7,11.65,9500,4,121.0,13.34285714,114.9,Graduate
0,0.0,9670,3,133.1,0.0,110.0,Dropout
11,14.81818182,9070,3,147.0,14.27272727,149.8,Graduate
8,12.91111111,9500,3,128.0,12.1375,117.9,Graduate
6,14.85714286,9070,7,164.0,14.16666667,165.8,Graduate
8,14.65555556,9500,4,137.0,13.52857143,127.6,Graduate
6,11.0,8014,9,122.0,12.0,123.8,Graduate
1,11.0,9254,3,124.0,11.4,126.1,Dropout
0,0.0,171,7,120.0,0.0,119.7,Dropout
11,14.5,171,3,117.0,12.91666667,121.6,Graduate
8,14.3875,9500,7,140.0,13.6375,100.0,Graduate
7,12.14285714,9500,7,130.0,12.9,127.6,Dropout
7,14.36,9500,9,138.0,14.36,132.5,Graduate
7,14.51428571,9500,9,141.0,14.51428571,124.3,Enrolled
7,14.7,9500,7,142.0,14.7,131.0,Graduate
5,14.0,9991,3,120.0,15.2,120.0,Enrolled
8,15.0625,9556,10,122.0,13.0,113.3,Graduate
0,0.0,9853,9,131.0,13.5,121.9,Dropout
5,12.6,9085,3,120.0,12.33333333,118.3,Graduate
5,13.0,9147,4,131.0,13.4,118.8,Graduate
2,10.5,9085,8,130.0,11.75,129.0,Enrolled
0,0.0,171,9,120.0,0.0,143.3,Graduate
0,0.0,171,2,136.0,0.0,152.5,Enrolled
7,14.14285714,9085,6,160.0,14.72727273,155.7,Graduate
6,15.66666667,9085,2,157.0,16.57142857,153.9,Graduate
8,15.7425,9500,4,150.0,15.145,137.8,Graduate
8,15.075,9500,7,148.0,13.44285714,143.3,Graduate
4,11.75,9085,1,120.0,14.16666667,123.2,Graduate
5,15.0,9773,4,150.0,14.0,138.1,Enrolled
6,12.33333333,9238,6,158.0,11.33333333,140.5,Graduate
8,13.76125,9500,5,145.0,13.76125,130.0,Graduate
5,10.0,9070,6,100.0,11.6,104.8,Dropout
5,13.0,8014,8,136.0,12.75,132.5,Graduate
4,11.0,9991,2,133.1,12.5,127.7,Enrolled
6,14.0,9085,2,148.0,15.30769231,136.5,Graduate
4,12.0,9130,1,130.0,13.28571429,130.0,Dropout
8,14.07777778,9500,4,130.0,14.75714286,190.0,Graduate
6,12.76666667,9500,9,136.0,12.76666667,128.5,Graduate
0,0.0,9254,4,122.0,10.4,126.6,Dropout
0,0.0,9556,7,140.0,0.0,131.6,Dropout
5,12.6,9991,3,110.0,10.5,119.0,Graduate
5,13.4,9085,90,130.0,14.25,127.6,Graduate
0,0.0,9500,9,133.1,11.91666667,100.0,Dropout
2,14.0,9119,7,128.0,10.66666667,124.5,Enrolled
3,12.66666667,9773,4,117.0,12.25,109.3,Enrolled
5,11.6,9670,4,124.0,12.0,117.7,Dropout
4,12.75,9670,3,124.0,11.0,124.7,Dropout
5,13.0,9070,5,128.0,14.16666667,124.5,Graduate
6,15.0,9070,2,125.0,14.66666667,140.8,Graduate
5,12.28571429,9085,9,121.0,0.0,111.9,Graduate
0,0.0,9556,2,140.0,12.66666667,140.0,Dropout
0,0.0,171,9,124.0,0.0,121.2,Enrolled
0,0.0,171,9,136.0,0.0,123.8,Dropout
0,0.0,9119,0,140.8,0.0,134.0,Dropout
0,0.0,9070,7,142.0,0.0,130.8,Dropout
8,14.02222222,9500,9,133.0,13.7,130.2,Graduate
4,12.4,9147,10,131.0,11.8,123.3,Enrolled
0,0.0,9119,10,130.0,0.0,147.6,Dropout
6,13.28571429,9670,8,120.0,13.33333333,113.4,Graduate
6,12.16666667,9070,5,141.0,11.4,133.7,Graduate
0,0.0,9085,2,130.0,0.0,128.2,Dropout
0,0.0,9500,5,168.0,16.14285714,161.0,Dropout
0,0.0,9500,90,130.0,0.0,130.0,Dropout
8,15.63375,9500,9,156.0,15.63375,156.3,Graduate
6,14.5,9773,5,137.0,13.66666667,129.3,Graduate
0,0.0,9773,0,131.0,0.0,129.3,Dropout
6,11.5,9238,7,130.0,12.5,136.3,Graduate
6,13.0,9670,9,133.1,12.28571429,140.0,Graduate
3,11.0,9119,1,131.0,14.0,135.9,Enrolled
0,0.0,171,4,160.0,0.0,139.7,Dropout
4,12.25,9147,9,117.0,10.75,117.0,Enrolled
4,13.125,9556,10,133.1,12.95,105.0,Dropout
6,12.45,9500,5,130.0,12.45,130.5,Graduate
7,12.0,9991,9,130.0,12.25,130.0,Enrolled
8,13.38125,9500,4,137.0,13.38125,131.5,Graduate
5,11.34,9500,10,133.1,12.16,100.0,Dropout
2,11.5,9085,4,140.0,12.5,140.0,Enrolled
6,12.16666667,9238,9,140.0,12.75,130.2,Graduate
8,13.3425,9500,10,135.0,13.3425,133.5,Graduate
6,13.03125,9500,7,140.0,14.175,133.2,Graduate
1,10.0,9500,4,100.0,10.0,130.0,Enrolled
2,14.5,9119,7,160.0,0.0,129.0,Dropout
0,0.0,9991,4,133.1,0.0,100.0,Dropout
5,12.14285714,9085,9,128.0,12.0,116.5,Graduate
5,11.4,9254,9,121.0,10.57142857,124.2,Graduate
12,15.42857143,9085,8,127.0,14.15384615,138.8,Graduate
5,12.4,9773,9,132.0,11.16666667,126.4,Graduate
17,12.66666667,171,10,147.0,12.0,151.9,Graduate
4,12.0,9991,1,110.0,11.33333333,120.0,Dropout
13,13.35714286,9238,99,142.0,12.58823529,131.9,Graduate
4,10.75,9130,9,130.0,12.0,130.0,Enrolled
0,0.0,9254,9,131.0,0.0,131.7,Dropout
13,12.84615385,9991,9,110.0,12.25,132.5,Graduate
5,12.8,9147,10,128.0,11.6,116.5,Graduate
3,12.0,9130,8,136.0,13.0,133.9,Dropout
2,12.5,9119,10,120.0,10.66666667,145.4,Dropout
9,11.0,8014,10,140.0,12.33333333,172.0,Enrolled
3,11.42857143,9147,9,118.0,11.0,111.0,Dropout
8,13.125,9070,8,120.0,13.42857143,120.0,Graduate
8,13.05375,9500,1,151.0,13.05375,129.8,Graduate
7,13.75,9500,10,130.0,12.03571429,118.1,Enrolled
6,13.83333333,9003,9,140.0,14.16666667,130.0,Graduate
0,0.0,9070,10,133.1,0.0,126.3,Dropout
3,12.66666667,9130,2,146.0,13.6,137.8,Dropout
2,12.0,9254,2,122.0,12.2,116.1,Enrolled
5,13.33333333,9130,9,121.0,13.71428571,115.4,Dropout
2,10.0,9773,6,127.0,11.66666667,110.0,Dropout
0,0.0,9670,90,133.1,14.0,97.4,Dropout
3,10.0,9085,4,130.0,12.5,130.0,Dropout
4,11.5,9130,4,156.0,11.83333333,156.0,Dropout
0,0.0,9003,6,130.0,0.0,126.1,Dropout
0,0.0,9003,4,110.0,0.0,120.0,Dropout
10,12.4,9070,7,108.0,11.53846154,105.2,Dropout
4,12.25,9003,6,120.0,11.28571429,120.0,Enrolled
0,0.0,171,9,150.0,0.0,137.8,Graduate
4,12.0,9070,3,152.0,11.8,134.2,Enrolled
2,10.5,9119,2,150.0,0.0,150.0,Enrolled
0,0.0,9119,9,123.0,0.0,116.0,Dropout
5,14.2,9119,3,150.0,14.2,143.4,Enrolled
10,12.27272727,171,3,145.0,12.7,143.6,Enrolled
0,0.0,9130,8,150.0,12.66666667,150.0,Dropout
6,15.0,9670,5,125.0,14.42857143,118.0,Graduate
7,12.6,9500,7,117.0,13.11714286,109.3,Graduate
6,11.83333333,9238,171,121.0,12.66666667,119.3,Graduate
0,0.0,171,7,140.0,0.0,146.3,Dropout
6,16.5,9773,3,130.0,15.28571429,161.5,Graduate
4,11.25,9147,4,140.0,10.5,140.0,Graduate
9,12.6,9147,6,140.0,12.63636364,142.2,Graduate
0,0.0,9147,9,140.0,0.0,129.2,Dropout
1,14.0,9003,9,140.0,14.33333333,100.0,Dropout
6,13.66666667,9254,3,170.0,15.125,170.0,Enrolled
0,0.0,9500,6,140.0,0.0,140.0,Dropout
3,10.33333333,9147,2,116.0,12.0,115.2,Enrolled
5,12.0,9853,5,134.0,14.25,121.4,Enrolled
4,10.0,9147,8,133.1,10.5,134.8,Enrolled
6,14.42857143,9773,9,140.0,13.5,136.9,Graduate
4,12.0,9003,4,140.0,11.66666667,140.0,Enrolled
3,10.0,9254,5,108.0,10.8,112.2,Enrolled
0,0.0,9773,0,149.0,0.0,148.7,Dropout
7,11.42857143,9254,7,140.0,12.8,133.0,Graduate
5,12.0,9991,9,140.0,10.8,150.0,Dropout
4,11.0,9147,7,133.1,11.4,98.0,Graduate
8,14.5,9500,9,125.0,13.72571429,122.4,Graduate
5,12.25,9670,10,133.1,12.8,139.0,Enrolled
6,11.16666667,9070,3,133.1,13.5,112.0,Graduate
7,15.57,9500,7,130.0,15.57,143.8,Dropout
2,12.0,9147,171,122.0,11.0,116.1,Enrolled
8,15.91111111,9500,9,140.0,14.11428571,138.0,Dropout
4,11.5,9147,7,123.0,11.0,110.0,Enrolled
0,0.0,9238,4,133.1,0.0,103.5,Dropout
4,13.75,9991,9,140.0,13.5,140.0,Graduate
0,0.0,9070,1,116.0,11.25,108.7,Dropout
6,11.33333333,9254,4,118.0,12.14285714,115.9,Graduate
7,13.07571429,9500,4,140.0,13.07571429,127.3,Graduate
0,0.0,9147,10,146.0,0.0,138.7,Dropout
2,13.5,9991,2,150.0,11.0,135.8,Dropout
0,0.0,9085,7,137.0,0.0,134.6,Dropout
6,12.33333333,9500,183,136.0,13.125,118.4,Enrolled
7,13.51285714,9500,9,134.0,13.51285714,132.8,Graduate
6,12.16666667,9238,7,160.0,12.83333333,155.5,Graduate
3,11.66666667,9085,9,126.0,15.0,132.0,Dropout
3,13.33333333,9003,9,133.1,12.8,110.0,Dropout
0,0.0,9254,3,114.0,12.33333333,127.3,Dropout
5,12.288,9500,1,139.0,12.288,126.0,Dropout
7,13.28571429,8014,0,130.0,12.33333333,130.0,Graduate
5,12.8,9147,9,131.0,11.5,118.8,Graduate
4,11.14285714,9670,4,130.0,11.83333333,127.6,Dropout
0,0.0,9147,5,133.1,0.0,112.1,Dropout
0,0.0,9991,9,130.0,0.0,130.0,Dropout
3,11.5,9119,5,117.0,11.8,111.1,Enrolled
0,0.0,9670,1,127.0,0.0,121.4,Dropout
4,12.0,9119,7,131.0,12.2,126.8,Enrolled
5,13.0,9991,3,134.0,12.33333333,120.6,Graduate
6,12.83333333,9254,9,130.0,12.42857143,126.5,Graduate
8,13.54444444,9500,3,127.0,12.76571429,120.2,Graduate
5,12.6,9500,5,130.0,12.1,120.0,Dropout
5,11.5,9147,9,142.0,12.0,137.5,Graduate
0,0.0,9070,7,117.0,0.0,127.9,Dropout
6,13.72727273,9003,1,133.1,14.88888889,140.0,Enrolled
13,12.0,9991,6,164.0,11.35714286,131.8,Graduate
6,12.5,9070,9,130.0,13.5,129.0,Graduate
0,0.0,9773,9,127.0,0.0,115.8,Dropout
8,14.75,9500,3,140.0,13.88428571,126.4,Dropout
3,11.66666667,9085,9,130.0,13.0,130.0,Enrolled
5,11.1,9500,3,122.0,12.65,114.8,Enrolled
0,0.0,9147,5,162.0,11.0,138.6,Enrolled
2,10.5,9670,4,133.1,11.66666667,112.9,Dropout
6,12.66666667,9238,3,120.0,14.5,111.6,Graduate
6,14.16666667,9254,3,160.0,14.71428571,152.0,Graduate
6,14.33333333,9238,7,141.0,13.28571429,132.6,Graduate
2,10.5,9085,9,125.0,11.33333333,118.4,Enrolled
0,0.0,9500,5,120.0,0.0,120.0,Dropout
5,12.0,9147,6,128.0,11.57142857,122.1,Enrolled
4,11.5,9853,8,162.0,13.0,142.8,Dropout
5,14.0,9238,4,130.0,11.5,124.8,Graduate
5,11.6,9147,8,134.0,11.8,126.3,Graduate
3,12.28571429,9147,9,133.1,10.66666667,119.0,Dropout
8,14.86444444,9500,9,137.0,13.8875,124.9,Graduate
6,11.5,9238,192,133.1,11.4,118.0,Graduate
7,12.14285714,8014,3,110.0,12.33333333,100.0,Graduate
5,12.16,9500,9,133.1,12.16,109.0,Enrolled
8,13.4275,9500,5,133.0,13.4275,130.8,Graduate
2,15.5,9070,4,130.0,15.16666667,110.0,Graduate
0,0.0,9773,5,151.0,0.0,151.0,Dropout
0,0.0,9130,10,125.0,10.5,131.0,Dropout
3,11.0,9147,6,158.0,11.8,155.2,Graduate
5,11.4,9147,3,128.0,13.2,121.0,Enrolled
8,12.36111111,9500,9,133.0,13.075,119.7,Graduate
2,13.0,9130,4,138.0,11.6,131.0,Dropout
4,12.25,9003,2,126.0,13.66666667,116.9,Dropout
2,10.0,9991,10,140.0,10.75,130.0,Dropout
8,12.68888889,9500,2,143.0,13.49285714,137.8,Graduate
4,11.0,9254,2,135.0,12.5,122.1,Enrolled
0,0.0,9500,10,120.0,0.0,120.0,Dropout
5,14.8,9119,7,148.0,13.28571429,133.0,Dropout
5,11.8,9147,3,126.0,12.6,115.2,Graduate
6,14.66666667,9003,10,160.0,14.0,160.0,Graduate
2,10.5,9085,90,140.0,11.5,106.3,Dropout
0,0.0,9670,90,133.1,0.0,103.0,Dropout
6,12.875,9070,9,136.0,11.83333333,136.0,Graduate
5,12.4,9238,9,150.0,11.5,146.5,Graduate
6,12.33333333,9070,2,130.0,14.16666667,131.4,Graduate
2,12.5,9991,2,130.0,12.5,130.0,Enrolled
0,0.0,9119,5,110.0,0.0,137.0,Dropout
1,11.0,9119,4,110.0,0.0,125.9,Enrolled
0,0.0,9254,4,121.0,10.5,111.9,Dropout
6,13.16666667,9070,5,127.0,11.83333333,131.2,Graduate
0,0.0,9130,4,140.0,0.0,131.2,Dropout
5,12.4,9991,7,130.0,12.4,140.0,Graduate
0,0.0,9147,9,130.0,10.5,121.5,Dropout
0,0.0,9991,6,100.0,0.0,153.5,Dropout
11,14.33333333,171,8,139.0,14.58333333,142.2,Graduate
3,12.66666667,9773,0,150.0,11.66666667,131.1,Graduate
0,0.0,9670,2,133.1,0.0,130.6,Dropout
0,0.0,9500,4,119.0,13.0,115.0,Dropout
9,15.01111111,9500,10,170.0,15.66,125.0,Graduate
0,0.0,8014,0,133.1,0.0,97.5,Dropout
4,12.75,9773,7,133.0,12.16666667,134.4,Graduate
6,13.3,9500,9,125.0,13.3,118.8,Graduate
0,0.0,9556,7,133.1,0.0,110.5,Dropout
0,0.0,9500,4,143.0,0.0,123.3,Dropout
0,0.0,171,5,127.0,0.0,139.6,Dropout
7,13.55714286,9500,9,157.0,13.55714286,138.8,Graduate
6,14.63636364,9119,9,160.0,14.33333333,160.0,Enrolled
3,10.33333333,9003,4,140.0,12.0,140.0,Dropout
0,0.0,9254,9,128.0,0.0,118.2,Dropout
0,0.0,171,5,145.0,0.0,150.6,Graduate
3,11.725,9500,172,133.1,11.75,115.2,Enrolled
6,12.18333333,9500,3,132.0,12.18333333,126.0,Graduate
4,11.0,9003,7,160.0,11.83333333,160.0,Dropout
0,0.0,9773,0,160.0,0.0,160.0,Dropout
5,14.33333333,9085,8,184.4,15.0,184.4,Graduate
0,0.0,171,3,149.0,0.0,156.0,Graduate
0,0.0,171,4,146.0,0.0,150.2,Graduate
8,13.435,9500,7,139.0,13.435,126.3,Graduate
0,0.0,9130,3,152.0,13.5,146.1,Dropout
0,0.0,171,8,147.0,0.0,145.3,Enrolled
17,12.17647059,171,3,121.0,11.5,116.8,Graduate
3,11.0,9070,9,124.0,10.5,132.1,Enrolled
2,11.5,9085,8,105.0,12.0,102.6,Enrolled
4,11.5,9773,2,121.0,12.2,112.3,Dropout
0,0.0,171,1,143.0,0.0,155.3,Graduate
8,14.0,9085,8,150.0,14.5,153.8,Graduate
6,12.66666667,9773,0,126.0,13.33333333,110.0,Graduate
9,12.55555556,9085,4,133.1,12.0,128.2,Graduate
6,14.0,9130,4,127.0,15.125,120.4,Graduate
6,13.11666667,9500,10,160.0,13.11666667,153.0,Graduate
6,11.66666667,9773,9,121.0,12.83333333,117.9,Graduate
6,14.16666667,9238,8,150.0,13.33333333,145.6,Graduate
8,15.6625,9500,9,117.0,13.87714286,119.8,Graduate
7,12.94428571,9500,10,141.0,12.94428571,126.8,Graduate
5,11.0,9853,9,112.0,12.33333333,106.1,Enrolled
6,14.26666667,9500,2,148.0,14.26666667,137.3,Graduate
5,14.0,9670,5,120.0,13.0,115.5,Graduate
8,12.48375,9500,7,132.0,12.48375,127.5,Graduate
8,15.3125,9556,3,125.0,13.42857143,116.3,Graduate
0,0.0,8014,3,123.0,10.66666667,113.2,Dropout
5,12.2,9853,4,142.0,15.4,132.6,Graduate
6,13.45,9500,8,148.0,13.45,132.0,Graduate
6,12.6,9500,8,136.0,12.6,130.3,Graduate
8,12.9375,9500,10,123.0,12.48571429,116.7,Graduate
5,12.8,9070,9,135.0,10.8,134.0,Graduate
5,14.6,9670,1,151.0,12.2,100.0,Enrolled
2,13.5,9085,7,140.0,14.2,140.0,Enrolled
6,14.0,9238,8,136.0,13.83333333,139.2,Graduate
3,10.0,9853,1,142.0,12.8,132.6,Enrolled
4,12.5,9147,1,142.0,13.2,129.4,Graduate
0,0.0,9670,7,127.0,14.0,125.6,Dropout
5,14.0,9238,10,131.0,13.875,129.3,Graduate
5,12.71428571,9085,4,134.0,12.5,128.4,Graduate
6,12.5,9773,9,142.0,13.42857143,139.9,Graduate
5,13.0,9070,5,123.0,11.8,124.8,Enrolled
8,15.11111111,9500,9,133.0,14.86857143,128.5,Graduate
8,13.21875,9500,1,125.0,13.03,117.8,Graduate
6,12.33333333,9670,7,120.0,14.57142857,115.1,Graduate
4,11.25,9238,3,125.0,11.0,118.0,Graduate
8,13.3675,9500,4,133.1,13.3675,120.0,Graduate
7,12.82571429,9500,9,133.1,12.80833333,119.6,Graduate
8,13.8875,9500,3,143.0,13.91857143,133.2,Graduate
4,12.8,9130,10,147.0,13.0,141.8,Graduate
6,13.68333333,9500,5,142.0,13.68333333,130.3,Graduate
1,12.0,9085,10,150.0,13.0,100.0,Dropout
5,11.2,9773,4,124.0,12.8,114.6,Graduate
6,12.16666667,9254,4,136.0,13.57142857,123.4,Graduate
6,13.16666667,9238,6,116.0,13.16666667,116.4,Graduate
6,14.5,9070,9,127.0,15.0,123.2,Graduate
5,11.4,9070,5,117.0,12.66666667,123.7,Graduate
6,13.14285714,9773,7,116.0,13.85714286,127.6,Dropout
8,14.9625,9500,9,129.0,14.69285714,117.1,Graduate
8,14.035,9500,3,157.0,14.035,149.3,Graduate
3,14.0,9085,10,135.0,11.0,125.6,Graduate
6,13.33333333,9773,9,139.0,13.33333333,145.0,Graduate
7,12.33,9500,5,115.0,11.7725,115.0,Graduate
0,0.0,9254,7,123.0,0.0,114.3,Dropout
0,0.0,9254,9,140.0,0.0,126.0,Dropout
0,0.0,171,7,138.0,0.0,124.0,Dropout
6,12.0,9254,6,132.0,12.28571429,122.6,Graduate
5,12.46,9500,3,140.0,12.46,133.8,Enrolled
6,13.16666667,9853,0,117.0,12.16666667,113.5,Graduate
2,11.5,9238,5,125.0,11.83333333,122.6,Enrolled
7,14.80571429,9500,4,140.0,14.80571429,140.0,Graduate
6,11.71428571,9238,9,133.1,10.6,107.0,Dropout
6,13.0,9085,9,130.0,13.125,130.0,Enrolled
6,12.66666667,9238,9,134.0,12.83333333,124.2,Graduate
0,0.0,9500,4,128.0,0.0,125.8,Enrolled
5,13.8,9670,4,115.0,13.0,108.0,Graduate
8,13.7125,9500,4,119.0,12.725,115.2,Graduate
3,10.33333333,9085,1,131.0,11.25,129.3,Graduate
12,13.46153846,9003,4,120.0,13.81818182,120.0,Graduate
3,13.0,9085,4,120.0,12.33333333,116.7,Graduate
5,11.6,9085,3,135.0,12.33333333,121.0,Enrolled
3,10.66666667,9853,4,146.0,13.25,128.2,Enrolled
5,15.4,9670,7,133.0,13.66666667,121.1,Graduate
3,11.0,9238,2,122.0,12.625,112.6,Enrolled
6,12.14285714,9085,4,128.0,14.83333333,123.3,Graduate
5,13.125,9670,4,129.0,11.2,129.4,Dropout
5,12.2,9147,6,122.0,11.4,119.9,Graduate
8,13.24444444,9500,10,140.0,13.135,131.6,Graduate
10,11.4,9070,4,143.0,13.0,120.0,Dropout
7,12.62142857,9500,3,118.0,12.85,110.0,Enrolled
5,12.5,9238,102,140.0,13.5,143.0,Graduate
3,13.0,9085,3,140.0,14.28571429,140.0,Enrolled
6,14.5,9670,9,123.0,13.5,119.2,Graduate
5,13.0,9147,9,140.0,10.75,124.3,Graduate
6,11.83333333,9238,7,116.0,11.33333333,111.1,Graduate
5,13.28571429,9085,6,150.0,13.0,150.0,Graduate
6,13.96666667,9500,8,147.0,13.96666667,147.3,Graduate
8,14.14125,9500,5,162.0,14.14125,147.5,Graduate
4,11.75,9254,7,108.0,11.6,108.0,Graduate
8,14.6625,9500,9,130.0,14.6625,130.0,Graduate
0,0.0,9991,10,140.0,0.0,130.0,Enrolled
8,12.66875,9500,3,116.0,12.99333333,109.0,Graduate
5,12.2,9670,10,120.0,11.25,112.0,Enrolled
5,12.8,8014,5,132.0,12.2,121.2,Graduate
0,0.0,171,9,140.0,0.0,140.0,Dropout
4,11.75,8014,7,120.0,11.33333333,119.5,Enrolled
5,11.8,9147,181,136.0,12.2,125.9,Graduate
0,0.0,9254,0,133.0,0.0,121.5,Dropout
6,11.66666667,9238,2,126.0,11.33333333,121.5,Graduate
6,13.1,9085,8,142.0,13.85714286,132.4,Graduate
6,13.33333333,9773,9,121.0,12.85714286,122.4,Graduate
0,0.0,8014,7,134.0,10.0,110.0,Dropout
13,11.38461538,9147,7,140.0,10.21428571,120.4,Graduate
3,10.33333333,9254,6,133.1,11.28571429,105.0,Dropout
0,0.0,9238,5,157.0,13.83333333,137.8,Dropout
5,12.6,9254,9,120.0,12.85714286,118.0,Graduate
4,12.0,9853,8,134.0,11.66666667,122.1,Dropout
0,0.0,9853,0,140.0,0.0,140.0,Dropout
5,13.2,9085,10,133.0,14.4,143.2,Graduate
6,14.16666667,8014,8,146.0,14.83333333,120.5,Graduate
6,12.0,9085,2,130.0,14.33333333,119.5,Graduate
0,0.0,171,7,151.0,0.0,147.5,Graduate
0,0.0,9773,90,133.1,0.0,129.6,Dropout
6,12.66666667,9853,5,132.0,12.33333333,126.1,Graduate
5,12.4,9991,4,110.0,11.8,160.0,Graduate
5,10.6,9853,3,133.1,13.2,105.5,Dropout
0,0.0,9853,9,110.0,0.0,95.5,Dropout
0,0.0,9003,4,133.1,0.0,107.5,Dropout
6,13.28571429,9238,6,105.0,11.5,106.1,Graduate
5,12.2,9254,6,160.0,12.6,116.3,Graduate
8,14.22222222,9500,10,144.0,13.54285714,137.4,Graduate
5,13.0,9254,5,100.0,11.6,101.8,Enrolled
6,13.83333333,9773,9,143.0,13.66666667,144.1,Graduate
0,0.0,9003,5,160.0,0.0,107.8,Dropout
0,0.0,9853,4,140.0,0.0,128.2,Dropout
0,0.0,171,9,133.1,0.0,117.0,Dropout
6,12.28571429,9070,8,116.0,11.5,110.4,Graduate
4,11.75,9991,10,120.0,11.5,170.0,Enrolled
7,12.9125,9500,10,141.0,11.82857143,100.0,Graduate
0,0.0,171,3,110.0,0.0,117.0,Graduate
0,0.0,171,3,127.0,0.0,133.5,Enrolled
6,12.96666667,9500,9,132.0,12.96666667,128.0,Graduate
6,13.66666667,9773,6,135.0,13.83333333,122.1,Graduate
8,14.36875,9500,10,135.0,14.12571429,133.4,Graduate
0,0.0,9254,9,140.0,12.16666667,112.0,Dropout
4,12.25,9085,6,133.1,12.66666667,130.0,Graduate
0,0.0,9991,9,100.0,0.0,100.0,Dropout
6,14.16666667,9773,6,133.1,12.28571429,162.0,Graduate
4,14.375,9500,8,100.0,14.5,153.0,Enrolled
1,10.0,9147,9,137.0,10.0,131.4,Dropout
2,12.0,9130,1,120.0,11.5,128.2,Dropout
4,11.5,9670,9,148.9,11.6,148.9,Graduate
6,11.66666667,9238,7,134.0,12.5,128.4,Graduate
